station;lib;eu_cd;num_prel;dateprel;profondeur;zone;libzone;codeparam;libparam;codesupport;libsupport;codefraction;libfraction;resultat;unite;libunite;remarque;code_reseau;nom_reseau;code_preleveur;nom_preleveur;code_laboratoire;nom_laboratoire
O2215003;Retenue de l'Estrade;FRFL37;1707179;19-02-2024;18.0;6;Prélèvement ponctuel;1302;Potentiel en Hydrogène (pH);3;Eau;023;Eau brute;8.4;264;unité pH;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707197;19-02-2024;19.0;6;Prélèvement ponctuel;1302;Potentiel en Hydrogène (pH);3;Eau;023;Eau brute;8.4;264;unité pH;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707288;19-02-2024;20.0;6;Prélèvement ponctuel;1302;Potentiel en Hydrogène (pH);3;Eau;023;Eau brute;8.4;264;unité pH;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707275;19-02-2024;21.0;6;Prélèvement ponctuel;1302;Potentiel en Hydrogène (pH);3;Eau;023;Eau brute;8.4;264;unité pH;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707319;19-02-2024;22.0;6;Prélèvement ponctuel;1302;Potentiel en Hydrogène (pH);3;Eau;023;Eau brute;8.4;264;unité pH;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707193;19-02-2024;23.0;6;Prélèvement ponctuel;1302;Potentiel en Hydrogène (pH);3;Eau;023;Eau brute;8.3;264;unité pH;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707205;19-02-2024;;6;Prélèvement ponctuel;1302;Potentiel en Hydrogène (pH);3;Eau;023;Eau brute;8.4;264;unité pH;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707192;19-02-2024;0.5;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707262;19-02-2024;1.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707244;19-02-2024;1.5;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707269;19-02-2024;2.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707214;19-02-2024;2.5;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707263;19-02-2024;3.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707292;19-02-2024;3.5;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707180;19-02-2024;4.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707260;19-02-2024;4.5;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707287;19-02-2024;5.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707250;19-02-2024;6.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707215;19-02-2024;7.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707237;19-02-2024;8.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707181;19-02-2024;9.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707212;19-02-2024;10.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707182;19-02-2024;11.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707230;19-02-2024;12.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707226;19-02-2024;13.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707272;19-02-2024;15.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707273;19-02-2024;16.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707238;19-02-2024;17.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707179;19-02-2024;18.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707197;19-02-2024;19.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707288;19-02-2024;20.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707275;19-02-2024;21.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;297.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707319;19-02-2024;22.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;297.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707193;19-02-2024;23.0;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;298.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707205;19-02-2024;;6;Prélèvement ponctuel;1303;Conductivité à 25°C;3;Eau;023;Eau brute;296.0;147;microSiemens par centimètre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707177;19-02-2024;2.87;1;Zone euphotique;1305;Matières en suspension;3;Eau;023;Eau brute;5.4;162;milligramme par litre;1;0500000076;Réseau contrôle de surveillance plans d'eau;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707311;19-02-2024;12.0;6;Prélèvement ponctuel;1305;Matières en suspension;3;Eau;023;Eau brute;4.3;162;milligramme par litre;1;0500000076;Réseau contrôle de surveillance plans d'eau;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707207;19-02-2024;21.0;5;Prélèvement de fond;1305;Matières en suspension;3;Eau;023;Eau brute;11.0;162;milligramme par litre;1;0500000076;Réseau contrôle de surveillance plans d'eau;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707177;19-02-2024;2.87;1;Zone euphotique;1310;Acrinathrine;3;Eau;023;Eau brute;0.1;133;microgramme par litre;10;0500000076;Réseau contrôle de surveillance plans d'eau;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707311;19-02-2024;12.0;6;Prélèvement ponctuel;1310;Acrinathrine;3;Eau;023;Eau brute;0.1;133;microgramme par litre;10;0500000076;Réseau contrôle de surveillance plans d'eau;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707207;19-02-2024;21.0;5;Prélèvement de fond;1310;Acrinathrine;3;Eau;023;Eau brute;0.1;133;microgramme par litre;10;0500000076;Réseau contrôle de surveillance plans d'eau;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707192;19-02-2024;0.5;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707262;19-02-2024;1.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707244;19-02-2024;1.5;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707269;19-02-2024;2.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707214;19-02-2024;2.5;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707263;19-02-2024;3.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707292;19-02-2024;3.5;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707180;19-02-2024;4.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707260;19-02-2024;4.5;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707287;19-02-2024;5.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707250;19-02-2024;6.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707215;19-02-2024;7.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707237;19-02-2024;8.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707181;19-02-2024;9.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707212;19-02-2024;10.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707182;19-02-2024;11.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707230;19-02-2024;12.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707226;19-02-2024;13.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707272;19-02-2024;15.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707273;19-02-2024;16.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707238;19-02-2024;17.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707179;19-02-2024;18.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707197;19-02-2024;19.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707288;19-02-2024;20.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.1;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707275;19-02-2024;21.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.0;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707319;19-02-2024;22.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;10.0;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707193;19-02-2024;23.0;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;10.3;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707205;19-02-2024;;6;Prélèvement ponctuel;1311;Oxygène dissous;3;Eau;023;Eau brute;11.2;162;milligramme par litre;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707192;19-02-2024;0.5;6;Prélèvement ponctuel;1312;Taux de saturation en oxygène;3;Eau;023;Eau brute;96.0;243;pourcentage;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707262;19-02-2024;1.0;6;Prélèvement ponctuel;1312;Taux de saturation en oxygène;3;Eau;023;Eau brute;96.0;243;pourcentage;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707244;19-02-2024;1.5;6;Prélèvement ponctuel;1312;Taux de saturation en oxygène;3;Eau;023;Eau brute;96.0;243;pourcentage;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707269;19-02-2024;2.0;6;Prélèvement ponctuel;1312;Taux de saturation en oxygène;3;Eau;023;Eau brute;96.0;243;pourcentage;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707214;19-02-2024;2.5;6;Prélèvement ponctuel;1312;Taux de saturation en oxygène;3;Eau;023;Eau brute;96.0;243;pourcentage;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707263;19-02-2024;3.0;6;Prélèvement ponctuel;1312;Taux de saturation en oxygène;3;Eau;023;Eau brute;96.0;243;pourcentage;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707292;19-02-2024;3.5;6;Prélèvement ponctuel;1312;Taux de saturation en oxygène;3;Eau;023;Eau brute;96.0;243;pourcentage;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707180;19-02-2024;4.0;6;Prélèvement ponctuel;1312;Taux de saturation en oxygène;3;Eau;023;Eau brute;96.0;243;pourcentage;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
O2215003;Retenue de l'Estrade;FRFL37;1707260;19-02-2024;4.5;6;Prélèvement ponctuel;1312;Taux de saturation en oxygène;3;Eau;023;Eau brute;96.0;243;pourcentage;1;;;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET;22310001700225;LABO. DEPT. D'EAU DE HTE GARONNE LAUNAGUET
